year,month,day,no-voie,b/t/q,type-de-voie,voie,code-postal,type-local,surface-terrain,surface-reelle-bati,nombre-pieces-principales
2023,1,10,5135,NAN,NAN,COZ AR STANG,22740,Maison,642.0,120.0,4
2023,1,10,5135,NAN,NAN,COZ AR STANG,22740,Maison,65.0,120.0,4
2023,1,16,77,NAN,RUE,PASTEUR ETABLES,22680,Maison,585.0,30.0,3
2023,1,17,6,NAN,NAN,GARDEN ZANT VIGNOC,22500,Maison,0.0,62.0,2
2023,1,17,6,NAN,NAN,GARDEN ZANT VIGNOC,22500,Maison,0.0,24.0,1
2023,1,17,6,NAN,NAN,GARDEN ZANT VIGNOC,22500,Maison,0.0,24.0,1
2023,1,17,6,NAN,NAN,GARDEN ZANT VIGNOC,22500,Maison,0.0,200.0,7
2023,1,17,10,NAN,RUE,DE LA FONTAINE ROCHE DERRI,22450,Maison,0.0,142.0,5
2023,1,16,22,NAN,RUE,JOSEPH STUART,22230,Maison,742.0,90.0,5
2023,1,9,11,NAN,RTE,DU CROAJOU,22700,Maison,890.0,106.0,5
2023,1,7,3,NAN,NAN,LE BRUGOU,22200,Maison,2320.0,82.0,3
2023,1,7,3,NAN,NAN,LE BRUGOU,22200,Maison,680.0,82.0,3
2023,1,11,16,NAN,RUE,FRANCOIS MAURIAC,22950,Maison,470.0,115.0,6
2023,1,17,11,NAN,IMP,DES MARRONNIERS,22450,Maison,997.0,124.0,6
2023,1,17,11,NAN,IMP,DES MARRONNIERS,22450,Maison,500.0,124.0,6
2023,1,19,10,NAN,RUE,YVES LEMOINE,22190,Maison,288.0,107.0,5
2023,1,3,9050,NAN,NAN,PENN CRECH,22500,Maison,529.0,139.0,7
2023,1,3,9050,NAN,NAN,PENN CRECH,22500,Maison,500.0,139.0,7
2023,1,13,4,NAN,RUE,DE POULDOURAN,22580,Appartement,0.0,61.0,3
2023,1,13,22,NAN,IMP,DU VERGER,22120,Maison,500.0,52.0,2
2023,1,13,22,NAN,IMP,DU VERGER,22120,Maison,692.0,52.0,2
2023,1,12,27,B,BD,DE LA MER,22430,Appartement,0.0,56.0,3
2023,1,12,20,NAN,RUE,DE LA MARDELLE,22000,Maison,530.0,143.0,7
2023,1,10,16,NAN,CHE,DE LESKERNEC,22500,Maison,871.0,133.0,5
2023,1,11,2,NAN,RUE,CURIE,22700,Maison,289.0,48.0,3
2023,1,16,53,NAN,NAN,BLANLIN,22600,Maison,510.0,108.0,6
2023,1,4,5,NAN,RUE,BOILEAU,22000,Appartement,0.0,83.0,4
2023,1,6,7,NAN,RUE,DU PONT CUNUDER,22810,Maison,53.0,65.0,2
2023,1,9,11,NAN,NAN,KEROULY,22470,Maison,720.0,75.0,3
2023,1,6,12,NAN,RUE,NOTRE DAME,22430,Maison,255.0,84.0,6
2023,1,16,6,NAN,NAN,PONT AR GWIN,22160,Maison,322.0,140.0,6
2023,1,17,5171,NAN,NAN,LA CROISEE,22230,Maison,480.0,93.0,3
2023,1,17,5171,NAN,NAN,LA CROISEE,22230,Maison,3520.0,93.0,3
2023,1,4,28,NAN,NAN,LA VILLE PELLERIN,22230,Maison,4282.0,50.0,3
2023,1,4,28,NAN,NAN,LA VILLE PELLERIN,22230,Maison,10227.0,50.0,3
2023,1,4,28,NAN,NAN,LA VILLE PELLERIN,22230,Maison,5009.0,50.0,3
2023,1,4,28,NAN,NAN,LA VILLE PELLERIN,22230,Maison,482.0,50.0,3
2023,1,10,6415,NAN,NAN,LA VILLE NEUVE,22540,Maison,2010.0,80.0,3
2023,1,19,5916,NAN,NAN,LA BECHERAIS,22640,Maison,600.0,70.0,3
